day,order_id,dropoff_lat,dropoff_lon,time_min
0,H00_0096,27.727299,85.307241,827.2
0,H00_0097,27.730661,85.304493,838.2
0,H00_0098,27.728705,85.317594,874.5
0,H00_0099,27.72118,85.324367,1139.7
0,H00_0100,27.722303,85.313989,1138.4
0,H00_0101,27.729567,85.322256,1140.1
0,H00_0102,27.738194,85.316011,1161.2
0,H00_0103,27.738926,85.31359,1219.8
0,H00_0104,27.738601,85.308439,1227.3
0,H00_0105,27.731705,85.327161,1252.5
0,H00_0106,27.73978,85.307403,1251.0
0,H00_0107,27.724667,85.33517,1273.0
0,H00_0108,27.703241,85.325005,52.7
0,H00_0109,27.700149,85.3297,160.4
0,H00_0110,27.705884,85.348533,726.1
0,H00_0111,27.720475,85.328349,753.6
0,H00_0112,27.717363,85.357558,766.5
0,H00_0113,27.698263,85.343433,763.8
0,H00_0114,27.722274,85.329513,805.0
0,H00_0115,27.707313,85.352964,807.7
0,H00_0116,27.70872,85.348183,833.7
0,H00_0117,27.692493,85.333936,818.5
0,H00_0118,27.699795,85.337457,856.2
0,H00_0119,27.715272,85.342165,1072.3
0,H00_0120,27.686494,85.334959,1094.9
0,H00_0121,27.702958,85.33615,1106.2
0,H00_0122,27.713928,85.321861,1092.3
0,H00_0123,27.715289,85.347997,1090.2
0,H00_0124,27.702457,85.352147,1135.8
0,H00_0125,27.711352,85.357599,1142.1
0,H00_0126,27.695873,85.346275,1153.0
0,H00_0127,27.717771,85.327094,1160.8
0,H00_0128,27.693565,85.348021,1181.2
0,H00_0129,27.698241,85.329199,1175.1
0,H00_0130,27.699751,85.338072,1213.8
0,H00_0131,27.713648,85.32716,1227.0
0,H00_0132,27.713157,85.337726,1217.6
0,H00_0133,27.702345,85.34239,1236.0
0,H00_0134,27.720458,85.3527,1247.2
0,H00_0135,27.708032,85.321912,1238.2
0,H00_0136,27.709932,85.34757,1248.2
0,H00_0137,27.708144,85.352608,278.9
0,H00_0138,27.69578,85.340063,502.4
0,H00_0139,27.710422,85.36451,509.0
0,H00_0140,27.6961,85.350611,534.1
0,H00_0141,27.703321,85.35616,523.6
0,H00_0142,27.688319,85.362199,538.2
0,H00_0143,27.712652,85.360782,526.8
0,H00_0144,27.687821,85.362217,552.2
0,H00_0145,27.714911,85.334788,542.9
0,H00_0146,27.714663,85.347489,562.3
0,H00_0147,27.686234,85.343496,552.4
0,H00_0148,27.700144,85.353919,541.0
0,H00_0149,27.703767,85.354134,543.0
0,H00_0150,27.694885,85.352685,581.9
0,H00_0151,27.70374,85.358247,589.9
0,H00_0152,27.687738,85.357508,577.3
0,H00_0153,27.693308,85.337471,576.2
0,H00_0154,27.689208,85.338892,625.8
0,H00_0155,27.687631,85.335996,619.8
0,H00_0156,27.688085,85.336381,609.7
0,H00_0157,27.695626,85.356904,622.4
0,H00_0158,27.713243,85.33755,615.1
0,H00_0159,27.699777,85.349131,645.6
0,H00_0160,27.699016,85.337607,642.0
0,H00_0161,27.695247,85.351453,662.0
0,H00_0162,27.700121,85.34753,689.8
0,H00_0163,27.70974,85.355097,681.1
0,H00_0164,27.693788,85.340106,666.5
0,H00_0165,27.690649,85.346326,672.5
0,H00_0166,27.710188,85.337666,664.6
0,H00_0167,27.708611,85.349054,692.9
0,H00_0168,27.696905,85.356907,706.8
0,H00_0169,27.709617,85.345257,712.5
0,H00_0170,27.703355,85.345995,700.5
0,H00_0171,27.711523,85.354262,731.0
0,H00_0172,27.704129,85.352975,749.2
0,H00_0173,27.709343,85.345002,747.9
0,H00_0174,27.699428,85.337835,729.3
0,H00_0175,27.686427,85.358871,732.0
0,H00_0176,27.698546,85.341942,726.5
0,H00_0177,27.705524,85.339209,743.3
0,H00_0178,27.704607,85.353946,768.5
0,H00_0179,27.693241,85.346423,763.3
0,H00_0180,27.700921,85.336736,758.5
0,H00_0181,27.705518,85.34146,761.9
0,H00_0182,27.692489,85.35774,754.1
0,H00_0183,27.692984,85.361658,985.9
0,H00_0184,27.696062,85.356013,1110.6
0,H00_0185,27.689199,85.344936,1195.3
0,H00_0186,27.70935,85.363493,1365.3
0,H00_0187,27.728353,85.325944,5.9
0,H00_0188,27.718927,85.341228,403.3
0,H00_0189,27.737909,85.347982,482.3
0,H00_0190,27.72427,85.351357,493.9
0,H00_0191,27.72756,85.33295,504.3
0,H00_0192,27.713367,85.349343,481.9
0,H00_0193,27.715222,85.341402,525.1
0,H00_0194,27.713056,85.339016,525.7
0,H00_0195,27.728993,85.322777,520.2
0,H00_0196,27.729327,85.349399,512.8
0,H00_0197,27.724097,85.32463,550.0
0,H00_0198,27.728123,85.34524,561.0
0,H00_0199,27.732769,85.346683,551.3
0,H00_0200,27.72562,85.338878,562.2
0,H00_0201,27.721762,85.355316,580.9
0,H00_0202,27.717577,85.351247,584.6
0,H00_0203,27.739567,85.32348,625.1
0,H00_0204,27.725676,85.332387,603.9
0,H00_0205,27.710473,85.334312,624.3
0,H00_0206,27.72572,85.333518,607.1
0,H00_0207,27.720499,85.346904,646.0
0,H00_0208,27.741737,85.333127,641.0
0,H00_0209,27.73699,85.350506,689.0
0,H00_0210,27.737962,85.346274,679.2
0,H00_0211,27.718749,85.349773,715.5
0,H00_0212,27.725131,85.337832,694.4
0,H00_0213,27.714146,85.333237,700.5
0,H00_0214,27.728073,85.351397,719.8
0,H00_0215,27.71431,85.349348,724.1
0,H00_0216,27.721911,85.327184,741.2
0,H00_0217,27.72594,85.324698,775.0
0,H00_0218,27.722025,85.349742,758.6
0,H00_0219,27.716672,85.323224,763.7
0,H00_0220,27.728629,85.34804,852.9
0,H00_0221,27.708508,85.354068,899.2
0,H00_0222,27.719893,85.343949,1103.7
0,H00_0223,27.73677,85.343586,1186.4
0,H00_0224,27.723488,85.331849,1313.3
0,H00_0225,27.729207,85.332343,1348.0
0,H00_0226,27.721417,85.295241,101.0
0,H00_0227,27.717136,85.291658,348.1
0,H00_0228,27.718506,85.30298,481.3
0,H00_0229,27.727245,85.302841,539.4
0,H00_0230,27.694989,85.308383,568.6
0,H00_0231,27.717572,85.298112,542.0
0,H00_0232,27.718117,85.311978,588.2
0,H00_0233,27.707401,85.300085,587.2
0,H00_0234,27.70981,85.306678,615.0
0,H00_0235,27.727214,85.301586,613.4
0,H00_0236,27.714454,85.305259,633.7
0,H00_0237,27.706967,85.303865,685.4
0,H00_0238,27.722029,85.315191,686.7
0,H00_0239,27.711716,85.295554,713.8
0,H00_0240,27.707324,85.304773,766.6
0,H00_0241,27.724276,85.309481,789.3
0,H00_0242,27.709963,85.301736,869.2
0,H00_0243,27.700943,85.313556,1083.7
0,H00_0244,27.709181,85.318219,1329.1
1,H01_0001,27.715387,85.317989,121.4
1,H01_0002,27.711171,85.3154,451.8
1,H01_0003,27.715435,85.308075,641.1
1,H01_0004,27.709828,85.321456,698.7
1,H01_0005,27.711635,85.316286,737.3
1,H01_0006,27.709296,85.301047,735.0
1,H01_0007,27.705253,85.310918,749.0
1,H01_0008,27.720723,85.305457,746.5
1,H01_0009,27.725756,85.302932,762.9
1,H01_0010,27.718406,85.302786,762.0
1,H01_0011,27.721258,85.326273,765.1
1,H01_0012,27.729383,85.311838,791.8
1,H01_0013,27.713391,85.313566,786.0
1,H01_0014,27.71467,85.307874,790.0
1,H01_0015,27.716156,85.306786,789.8
1,H01_0016,27.709801,85.317234,789.0
1,H01_0017,27.723522,85.304188,789.0
1,H01_0018,27.723196,85.293275,827.5
1,H01_0019,27.70141,85.324579,1105.2
1,H01_0020,27.702007,85.309078,1083.3
1,H01_0021,27.728598,85.316158,1122.3
1,H01_0022,27.704847,85.319432,1111.9
1,H01_0023,27.712483,85.31313,1125.8
1,H01_0024,27.722377,85.313563,1120.6
1,H01_0025,27.705852,85.307579,1128.3
1,H01_0026,27.705791,85.317013,1148.7
1,H01_0027,27.726398,85.308453,1168.0
1,H01_0028,27.732529,85.326754,1151.4
1,H01_0029,27.707104,85.316579,1148.7
1,H01_0030,27.715479,85.328554,1177.7
1,H01_0031,27.701137,85.301623,1190.9
1,H01_0032,27.715294,85.308648,1190.1
1,H01_0033,27.703056,85.313207,1191.5
1,H01_0034,27.71786,85.308879,1197.9
1,H01_0035,27.726723,85.327555,1209.6
1,H01_0036,27.723783,85.326691,1216.1
1,H01_0037,27.704308,85.327606,1226.5
1,H01_0038,27.728045,85.331352,1214.9
1,H01_0039,27.723729,85.310883,1230.3
1,H01_0040,27.709218,85.322803,1259.7
1,H01_0041,27.71368,85.321022,1324.9
1,H01_0042,27.709427,85.318492,170.1
1,H01_0043,27.724375,85.318777,379.6
1,H01_0044,27.709465,85.311615,567.5
1,H01_0045,27.709431,85.316605,739.9
1,H01_0046,27.715256,85.324766,752.5
1,H01_0047,27.720811,85.311781,795.2
1,H01_0048,27.711569,85.32951,783.5
1,H01_0049,27.717742,85.323401,804.3
1,H01_0050,27.726685,85.326313,793.9
1,H01_0051,27.722196,85.311687,832.4
1,H01_0052,27.736581,85.312889,839.8
1,H01_0053,27.726094,85.320112,822.3
1,H01_0054,27.727507,85.340279,822.6
1,H01_0055,27.701432,85.308339,1086.7
1,H01_0056,27.719164,85.317358,1126.3
1,H01_0057,27.730093,85.331834,1118.3
1,H01_0058,27.725578,85.314827,1122.6
1,H01_0059,27.699386,85.307764,1113.0
1,H01_0060,27.70568,85.338243,1147.0
1,H01_0061,27.727907,85.329247,1148.7
1,H01_0062,27.711287,85.330387,1190.2
1,H01_0063,27.717993,85.338122,1176.6
1,H01_0064,27.717831,85.339719,1197.3
1,H01_0065,27.722927,85.318928,1198.2
1,H01_0066,27.718756,85.333006,1222.6
1,H01_0067,27.73411,85.329623,1224.2
1,H01_0068,27.708716,85.311002,1204.0
1,H01_0069,27.704664,85.315128,1255.4
1,H01_0070,27.717611,85.32231,178.1
1,H01_0071,27.697639,85.3055,569.4
1,H01_0072,27.705301,85.303084,667.8
1,H01_0073,27.70353,85.320289,735.0
1,H01_0074,27.697433,85.323957,779.0
1,H01_0075,27.694936,85.316755,755.1
1,H01_0076,27.687441,85.329581,769.3
1,H01_0077,27.700834,85.306835,792.4
1,H01_0078,27.687913,85.315495,825.2
1,H01_0079,27.677992,85.328882,916.5
1,H01_0080,27.702495,85.297036,954.4
1,H01_0081,27.680321,85.307108,964.5
1,H01_0082,27.703042,85.322178,1116.8
1,H01_0083,27.695254,85.30352,1151.4
1,H01_0084,27.693126,85.318104,1155.0
1,H01_0085,27.697839,85.32659,1172.9
1,H01_0086,27.680018,85.330883,1201.4
1,H01_0087,27.705579,85.313308,1201.0
1,H01_0088,27.700418,85.305589,1252.6
1,H01_0089,27.728606,85.30657,29.7
1,H01_0090,27.741969,85.3334,248.2
1,H01_0091,27.738657,85.308419,378.6
1,H01_0092,27.722733,85.310809,510.2
1,H01_0093,27.715623,85.315022,670.6
1,H01_0094,27.742974,85.3327,747.0
1,H01_0095,27.718061,85.310216,761.4
1,H01_0096,27.718559,85.312641,794.5
1,H01_0097,27.722868,85.335057,827.8
1,H01_0098,27.7345,85.312513,820.0
1,H01_0099,27.74421,85.336419,939.6
1,H01_0100,27.738469,85.319705,1091.3
1,H01_0101,27.729791,85.330142,1127.8
1,H01_0102,27.733945,85.326724,1123.8
1,H01_0103,27.725127,85.324221,1152.3
1,H01_0104,27.743065,85.31064,1161.5
1,H01_0105,27.734237,85.319102,1182.0
1,H01_0106,27.728367,85.328566,1226.9
1,H01_0107,27.728264,85.332681,1219.7
1,H01_0108,27.72712,85.310123,1250.3
1,H01_0109,27.719142,85.322172,1230.3
1,H01_0110,27.706927,85.352865,33.1
1,H01_0111,27.707582,85.342605,69.4
1,H01_0112,27.711645,85.352904,265.5
1,H01_0113,27.696428,85.344512,588.4
1,H01_0114,27.720187,85.341185,693.1
1,H01_0115,27.718133,85.339856,735.8
1,H01_0116,27.715797,85.345351,730.4
1,H01_0117,27.712821,85.329353,758.9
1,H01_0118,27.710118,85.339459,800.8
1,H01_0119,27.714314,85.33793,785.6
1,H01_0120,27.709201,85.326223,909.4
1,H01_0121,27.71841,85.345421,954.5
1,H01_0122,27.715203,85.34345,1050.9
1,H01_0123,27.718866,85.342611,1102.3
1,H01_0124,27.718663,85.336391,1103.3
1,H01_0125,27.708605,85.359212,1101.6
1,H01_0126,27.70521,85.335443,1132.5
1,H01_0127,27.711355,85.331912,1134.5
1,H01_0128,27.707845,85.347795,1134.3
1,H01_0129,27.697727,85.328748,1115.0
1,H01_0130,27.704674,85.345543,1156.2
1,H01_0131,27.724859,85.351738,1165.7
1,H01_0132,27.726583,85.328522,1193.6
1,H01_0133,27.699137,85.342376,1196.0
1,H01_0134,27.705586,85.336317,1190.3
1,H01_0135,27.712976,85.339561,1183.6
1,H01_0136,27.728438,85.339993,1211.1
1,H01_0137,27.715008,85.337302,1222.0
1,H01_0138,27.709671,85.33447,1231.9
1,H01_0139,27.715786,85.345341,1238.1
1,H01_0140,27.715021,85.351118,1353.0
1,H01_0141,27.698469,85.343022,1438.7
1,H01_0142,27.689656,85.339757,434.3
1,H01_0143,27.680812,85.333519,492.7
1,H01_0144,27.697658,85.364796,483.1
1,H01_0145,27.692918,85.367088,502.6
1,H01_0146,27.707385,85.347476,480.3
1,H01_0147,27.693195,85.356411,484.5
1,H01_0148,27.706589,85.346934,483.0
1,H01_0149,27.688983,85.352843,519.4
1,H01_0150,27.704059,85.355918,528.0
1,H01_0151,27.690491,85.357037,529.8
1,H01_0152,27.692616,85.345381,518.9
1,H01_0153,27.696932,85.362284,513.4
1,H01_0154,27.717042,85.356445,539.6
1,H01_0155,27.706084,85.350678,521.0
1,H01_0156,27.686312,85.337685,547.9
1,H01_0157,27.696574,85.347092,558.9
1,H01_0158,27.702294,85.342004,556.1
1,H01_0159,27.71258,85.347801,546.1
1,H01_0160,27.708129,85.335445,565.0
1,H01_0161,27.689482,85.350253,595.4
1,H01_0162,27.694022,85.333661,588.3
1,H01_0163,27.709088,85.351676,604.9
1,H01_0164,27.684119,85.357698,605.0
1,H01_0165,27.692095,85.359063,623.1
1,H01_0166,27.703379,85.334589,621.4
1,H01_0167,27.700455,85.339788,645.0
1,H01_0168,27.707167,85.339866,647.2
1,H01_0169,27.689435,85.340023,655.9
1,H01_0170,27.704443,85.355053,657.9
1,H01_0171,27.690513,85.345543,642.6
1,H01_0172,27.71342,85.343216,675.1
1,H01_0173,27.679087,85.347785,688.6
1,H01_0174,27.707265,85.336418,669.8
1,H01_0175,27.707362,85.345984,669.1
1,H01_0176,27.688957,85.362161,683.2
1,H01_0177,27.695056,85.338722,660.2
1,H01_0178,27.71792,85.360511,716.3
1,H01_0179,27.685944,85.349349,711.8
1,H01_0180,27.714592,85.361351,691.8
1,H01_0181,27.699712,85.361477,716.9
1,H01_0182,27.69158,85.341378,692.5
1,H01_0183,27.700199,85.342338,707.0
1,H01_0184,27.707534,85.339883,699.5
1,H01_0185,27.709569,85.353548,726.1
1,H01_0186,27.698685,85.353074,734.0
1,H01_0187,27.692499,85.341102,729.2
1,H01_0188,27.709725,85.337584,744.8
1,H01_0189,27.690226,85.358151,752.7
1,H01_0190,27.717716,85.349159,757.8
1,H01_0191,27.687234,85.340473,772.4
1,H01_0192,27.718285,85.350259,804.9
1,H01_0193,27.710598,85.362701,961.9
1,H01_0194,27.685058,85.344356,1063.8
1,H01_0195,27.690609,85.34528,1100.5
1,H01_0196,27.691509,85.354489,1158.6
1,H01_0197,27.691064,85.356698,1178.4
1,H01_0198,27.727138,85.342408,269.7
1,H01_0199,27.720705,85.320552,289.7
1,H01_0200,27.732643,85.346544,497.8
1,H01_0201,27.738057,85.340121,501.0
1,H01_0202,27.735701,85.338504,509.6
1,H01_0203,27.717693,85.328618,512.7
1,H01_0204,27.719296,85.356048,537.5
1,H01_0205,27.723657,85.353064,535.3
1,H01_0206,27.733077,85.33902,565.8
1,H01_0207,27.717979,85.333108,543.0
1,H01_0208,27.744931,85.348096,563.8
1,H01_0209,27.738357,85.340593,590.8
1,H01_0210,27.718615,85.345415,575.3
1,H01_0211,27.730971,85.360026,598.5
1,H01_0212,27.734979,85.327888,571.0
1,H01_0213,27.741248,85.335976,587.0
1,H01_0214,27.712461,85.342251,626.6
1,H01_0215,27.713155,85.33459,613.4
1,H01_0216,27.710993,85.335714,603.2
1,H01_0217,27.724061,85.322099,671.4
1,H01_0218,27.731385,85.335069,679.5
1,H01_0219,27.722153,85.355186,668.8
1,H01_0220,27.725826,85.325925,701.3
1,H01_0221,27.727661,85.353355,707.8
1,H01_0222,27.737457,85.332323,694.9
1,H01_0223,27.736211,85.332523,741.7
1,H01_0224,27.729319,85.351812,721.5
1,H01_0225,27.72117,85.343242,732.8
1,H01_0226,27.714803,85.351511,750.8
1,H01_0227,27.717521,85.328036,759.3
1,H01_0228,27.732388,85.342656,1072.6
1,H01_0229,27.724985,85.348928,1437.1
1,H01_0230,27.708177,85.313466,82.7
1,H01_0231,27.715178,85.312887,102.7
1,H01_0232,27.70581,85.305886,251.6
1,H01_0233,27.724093,85.304353,467.6
1,H01_0234,27.706776,85.29976,496.1
1,H01_0235,27.698443,85.300804,498.3
1,H01_0236,27.698233,85.295406,530.8
1,H01_0237,27.723109,85.314156,532.4
1,H01_0238,27.718185,85.294042,554.7
1,H01_0239,27.709383,85.300391,599.2
1,H01_0240,27.718185,85.312588,606.3
1,H01_0241,27.701077,85.309059,664.8
1,H01_0242,27.700278,85.298627,686.4
1,H01_0243,27.712771,85.295912,697.5
1,H01_0244,27.704616,85.315069,810.9
1,H01_0245,27.724624,85.30979,1343.4
1,H01_0246,27.716477,85.316648,1387.6
2,H02_0001,27.721477,85.314,225.3
2,H02_0002,27.725866,85.300224,301.9
2,H02_0003,27.728834,85.309923,443.0
2,H02_0004,27.718942,85.308162,711.2
2,H02_0005,27.719021,85.315464,747.2
2,H02_0006,27.706718,85.305663,776.3
2,H02_0007,27.724736,85.311202,774.3
2,H02_0008,27.710708,85.319503,802.3
2,H02_0009,27.72757,85.313768,788.8
2,H02_0010,27.699181,85.317651,808.3
2,H02_0011,27.708933,85.299615,791.5
2,H02_0012,27.706354,85.307968,816.0
2,H02_0013,27.722097,85.312519,819.5
2,H02_0014,27.721432,85.319907,815.3
2,H02_0015,27.712615,85.312937,978.4
2,H02_0016,27.713829,85.322231,996.0
2,H02_0017,27.708709,85.297893,1100.8
2,H02_0018,27.727387,85.304718,1085.0
2,H02_0019,27.714817,85.326387,1097.9
2,H02_0020,27.713531,85.331304,1137.0
2,H02_0021,27.706625,85.317448,1122.1
2,H02_0022,27.70216,85.301355,1127.7
2,H02_0023,27.699843,85.324546,1156.0
2,H02_0024,27.716976,85.306746,1140.6
2,H02_0025,27.707175,85.316121,1154.2
2,H02_0026,27.71802,85.303816,1159.8
2,H02_0027,27.702855,85.298948,1194.9
2,H02_0028,27.706687,85.314922,1173.2
2,H02_0029,27.720864,85.312707,1176.1
2,H02_0030,27.706815,85.321899,1209.9
2,H02_0031,27.701328,85.294905,1220.1
2,H02_0032,27.707323,85.306442,1203.0
2,H02_0033,27.702815,85.304651,1213.9
2,H02_0034,27.709285,85.318409,1254.0
2,H02_0035,27.72461,85.306157,1231.4
2,H02_0036,27.719611,85.320533,1243.1
2,H02_0037,27.714346,85.308011,1235.5
2,H02_0038,27.703413,85.308856,1400.9
2,H02_0039,27.728922,85.336348,170.5
2,H02_0040,27.703389,85.332736,192.3
2,H02_0041,27.707107,85.324261,499.9
2,H02_0042,27.710319,85.330314,619.3
2,H02_0043,27.710374,85.315501,644.7
2,H02_0044,27.718954,85.333272,744.0
2,H02_0045,27.722294,85.308817,734.9
2,H02_0046,27.706931,85.325252,720.0
2,H02_0047,27.704924,85.313425,765.3
2,H02_0048,27.705199,85.328678,751.6
2,H02_0049,27.706358,85.332264,801.5
2,H02_0050,27.730183,85.333582,834.9
2,H02_0051,27.710152,85.334327,811.4
2,H02_0052,27.723173,85.327183,813.2
2,H02_0053,27.732088,85.328754,942.4
2,H02_0054,27.724807,85.336274,1065.0
2,H02_0055,27.707899,85.326164,1107.6
2,H02_0056,27.722847,85.318152,1121.6
2,H02_0057,27.729864,85.335516,1139.4
2,H02_0058,27.713975,85.329975,1144.0
2,H02_0059,27.725493,85.334258,1161.0
2,H02_0060,27.719252,85.315191,1146.0
2,H02_0061,27.725134,85.32891,1199.4
2,H02_0062,27.703606,85.328868,1179.7
2,H02_0063,27.714647,85.311821,1190.0
2,H02_0064,27.725777,85.313263,1195.4
2,H02_0065,27.705271,85.317578,1222.5
2,H02_0066,27.716792,85.336997,1220.7
2,H02_0067,27.727845,85.325283,1233.1
2,H02_0068,27.710477,85.312381,1246.8
2,H02_0069,27.724276,85.343155,1249.9
2,H02_0070,27.721987,85.327952,1327.5
2,H02_0071,27.685363,85.308771,437.5
2,H02_0072,27.696636,85.314217,538.0
2,H02_0073,27.691196,85.306332,705.2
2,H02_0074,27.689177,85.312642,730.8
2,H02_0075,27.707506,85.298675,744.7
2,H02_0076,27.692923,85.315249,777.1
2,H02_0077,27.6976,85.314855,808.3
2,H02_0078,27.69231,85.298235,834.7
2,H02_0079,27.678503,85.304385,836.9
2,H02_0080,27.697242,85.320161,838.7
2,H02_0081,27.706208,85.318625,946.1
2,H02_0082,27.704945,85.314821,1081.6
2,H02_0083,27.689456,85.298174,1117.8
2,H02_0084,27.695262,85.318676,1159.2
2,H02_0085,27.711986,85.312303,1172.2
2,H02_0086,27.694495,85.316167,1213.1
2,H02_0087,27.692333,85.316621,1204.1
2,H02_0088,27.704902,85.319137,1234.3
2,H02_0089,27.690826,85.307459,1380.2
2,H02_0090,27.734087,85.309063,542.9
2,H02_0091,27.740647,85.326481,618.6
2,H02_0092,27.717113,85.313261,732.8
2,H02_0093,27.743443,85.334979,763.1
2,H02_0094,27.724464,85.313845,763.9
2,H02_0095,27.715623,85.320639,805.8
2,H02_0096,27.720806,85.306353,812.3
2,H02_0097,27.721643,85.318049,827.5
2,H02_0098,27.739858,85.316878,826.3
2,H02_0099,27.728453,85.306727,1104.2
2,H02_0100,27.739224,85.320455,1115.4
2,H02_0101,27.729922,85.306281,1146.6
2,H02_0102,27.740058,85.321226,1176.2
2,H02_0103,27.742318,85.324823,1171.4
2,H02_0104,27.726335,85.308588,1207.9
2,H02_0105,27.737712,85.315835,1219.6
2,H02_0106,27.727923,85.316903,1245.5
2,H02_0107,27.731215,85.308696,1248.1
2,H02_0108,27.738696,85.315986,1416.9
2,H02_0109,27.712445,85.329761,91.3
2,H02_0110,27.70232,85.340856,157.7
2,H02_0111,27.712587,85.339718,201.6
2,H02_0112,27.715659,85.329401,696.1
2,H02_0113,27.696111,85.347016,738.4
2,H02_0114,27.696878,85.346098,734.5
2,H02_0115,27.706825,85.340048,743.2
2,H02_0116,27.701594,85.331424,765.9
2,H02_0117,27.715578,85.32331,767.7
2,H02_0118,27.707965,85.339401,754.0
2,H02_0119,27.712124,85.347357,785.7
2,H02_0120,27.711929,85.344488,780.2
2,H02_0121,27.715152,85.334539,784.6
2,H02_0122,27.699142,85.332836,821.0
2,H02_0123,27.704857,85.335392,833.5
2,H02_0124,27.703324,85.330749,1086.4
2,H02_0125,27.696373,85.355248,1101.2
2,H02_0126,27.719773,85.332084,1114.4
2,H02_0127,27.687663,85.349171,1112.4
2,H02_0128,27.708423,85.345444,1125.6
2,H02_0129,27.710217,85.348941,1146.1
2,H02_0130,27.709239,85.332344,1158.0
2,H02_0131,27.698597,85.356891,1177.2
2,H02_0132,27.701748,85.345242,1180.6
2,H02_0133,27.694491,85.357964,1172.1
